symbol,log2fold_change,p_value,-log10(p_value),regulation
OR51A2,0.125909456,0.531051926,0.27486301173828637,Not significant
MMP26,0.512212823,0.05811204,1.235733878558951,Not significant
OR51L1,0.603859405,0.027517688,1.560388057755643,Not significant
OR52J3,0.663349157,0.010594156,1.9749336363239285,Not significant
OR52E2,0.545310368,0.045707071,1.340016608273004,Not significant
OR52A5,0.694716411,0.01208316,1.9178194737367982,Not significant
OR52A1,0.642600615,0.019804441,1.7032374114794093,Not significant
OR51V1,0.713430867,0.011925863,1.9235101839795272,Not significant
HBB,0.130395318,0.648100544,0.18835761401035928,Not significant
HBD,0.794532482,0.012691121,1.8965000152092952,Not significant
HBBP1,0.304222371,0.149510137,0.8253293605575199,Not significant
BGLT3,0.49979853,0.066541949,1.1769044828848536,Not significant
HBG1,0.033686694,0.800133914,0.09683732145283527,Not significant
HBG2,0.090641883,0.712007177,0.1475156286724311,Not significant
HBE1,0.343970995,0.253105327,0.5966987143345966,Not significant
OR51B4,0.119750143,0.706154056,0.15110054204729687,Not significant
OR51B2,0.509693239,0.111821342,0.9514752999534201,Not significant
OR51B5,0.325435584,0.292376779,0.534057122660233,Not significant
OR51B6,0.279090387,0.383925647,0.41575287517476217,Not significant
OR51M1,0.157807678,0.622509039,0.2058543381128341,Not significant
OR51Q1,0.445161258,0.16227605,0.7897455721045219,Not significant
OR51I1,0.616008445,0.053974231,1.2678135365775336,Not significant
OR51I2,0.46007378,0.151222443,0.8203837501856553,Not significant
OR52D1,0.576631636,0.066166146,1.1793641611049104,Not significant
UBQLN3,0.489294997,0.107059954,0.9703729475540299,Not significant
UBQLNL,-0.304788614,0.2712349,0.5666544302096456,Not significant
OR52H1,0.307248783,0.292289752,0.5341864112175617,Not significant
OR52B6,0.465010474,0.125710071,0.9006299283241898,Not significant
TRIM6,0.119794999,0.557201563,0.25398767401167216,Not significant
TRIM34,-0.285880063,0.342601601,0.4652106118788536,Not significant
TRIM5,0.112055816,0.361286853,0.44214784184586636,Not significant
TRIM22,-0.037690653,0.81281505,0.09000826363367824,Not significant
OR56B1,0.393506344,0.218579585,0.660390402934698,Not significant
OR52N4,0.525024657,0.093484572,1.029260055952294,Not significant
OR52N5,0.160337741,0.576656287,0.23908296871085602,Not significant
OR52N1,0.273158719,0.377571403,0.42300090629560544,Not significant
OR52N2,0.131043405,0.653518145,0.18474234968408748,Not significant
OR52E6,-0.037544803,0.901815759,0.04488217977801665,Not significant
OR52E8,0.359696634,0.248447955,0.6047645736251123,Not significant
OR52E4,0.291032125,0.267376074,0.5728774579366875,Not significant
OR56A3,0.458492883,0.118371936,0.9267512493446523,Not significant
OR56A5,0.419856393,0.093859195,1.0275231749110498,Not significant
OR52L1,0.305200325,0.304875955,0.5158768262827046,Not significant
OR56A4,0.756272003,0.016266833,1.7886969919005893,Not significant
OR56A1,0.773354968,0.012927268,1.8884932475782412,Not significant
OR56B4,0.401299886,0.210609547,0.6765219459926842,Not significant
OR52B2,0.571917267,0.072912527,1.1371978497397257,Not significant
OR52W1,-0.377258456,0.184351058,0.7343543656128234,Not significant
C11orf42,-0.849781283,0.000638421,3.1948928358895947,Not significant
FAM160A2,-0.048753287,0.770135797,0.11343268951857755,Not significant
CNGA4,0.393689785,0.197259635,0.7049617748098533,Not significant
CCKBR,0.572574164,0.063494185,1.1972660469608096,Not significant
PRKCDBP,-0.032889158,0.853993026,0.06854567589423115,Not significant
SMPD1,0.100010106,0.537837904,0.2693485942325232,Not significant
APBB1,0.26153856,0.090859477,1.0416297673746588,Not significant
HPX,0.045696243,0.871321499,0.05982157004502972,Not significant
TRIM3,0.156714505,0.388866984,0.41019892822126147,Not significant
ARFIP2,0.093279051,0.527159129,0.2780582682506147,Not significant
TIMM10B,-0.114760999,0.267815551,0.5721642088124212,Not significant
DNHD1,0.027248226,0.859115148,0.06594862337535409,Not significant
RRP8,-1.42e-05,0.999921647,3.4029608718955134e-05,Not significant
ILK,0.211575435,0.055922969,1.252409779571246,Not significant
TAF10,0.22103468,0.138965118,0.85709419946721,Not significant
TPP1,0.349620982,0.00670999,2.1732781270661876,Not significant
DCHS1,-0.124572398,0.469353949,0.32849952376234376,Not significant
MRPL17,-0.052123462,0.661181775,0.17967912595058644,Not significant
GVINP1,0.028666494,0.896651116,0.04737650664359644,Not significant
OR2AG2,0.39872635,0.203440611,0.6915623484992274,Not significant
OR2AG1,0.970374274,0.001375412,2.861567190906423,Not significant
OR6A2,0.380003299,0.232815949,0.632987271765125,Not significant
OR10A5,0.280114866,0.38185706,0.41809917549297093,Not significant
OR10A2,0.794112996,0.013238751,1.8781529861497062,Not significant
OR10A4,0.003313853,0.991591296,0.003667294041933961,Not significant
OR2D2,0.161285701,0.61451835,0.2114651442099813,Not significant
OR2D3,0.186581891,0.560326899,0.2515585283322538,Not significant
ZNF215,0.172777194,0.489602095,0.3101567325189638,Not significant
ZNF214,-0.159318572,0.522666279,0.28177551849156796,Not significant
NLRP14,1.118040264,0.000268624,3.5708551882349453,Upregulated
RBMXL2,0.306752835,0.293221208,0.5328046213969511,Not significant
MIR302E,0.060204117,0.730147645,0.13658931121479406,Not significant
SYT9,0.238274862,0.415680606,0.38124023747036434,Not significant
LOC100506258,-0.072085915,0.727203985,0.13834374989229292,Not significant
OLFML1,0.041718831,0.809481128,0.091793271803753,Not significant
PPFIBP2,0.21124129,0.252329759,0.598031527098999,Not significant
CYB5R2,0.020295739,0.917160296,0.0375547542052202,Not significant
OVCH2,-0.077384307,0.79900193,0.09745217164052959,Not significant
OR5P2,0.093357655,0.769686553,0.1136861008238022,Not significant
OR5P3,0.007165106,0.982165404,0.00781536761483246,Not significant
OR5E1P,-0.312000262,0.33034002,0.4810388092564519,Not significant
LOC283299,-0.159539867,0.612797989,0.212682668583736,Not significant
OR10A6,0.462567529,0.129624107,0.8873142225127058,Not significant
OR10A3,0.488334175,0.11150954,0.9526879757358064,Not significant
NLRP10,0.457828539,0.139683411,0.8548551682519766,Not significant
EIF3F,0.263563863,0.020514911,1.6879303627961537,Not significant
CASC23,0.90568147,0.00230709,2.6369354632418127,Not significant
TUB,-0.077438481,0.677442042,0.16912785457353707,Not significant
TUB-AS1,0.651083863,0.04176675,1.3791693172170354,Not significant
RIC3,-0.112044211,0.691566359,0.16016614098517626,Not significant
LMO1,0.5270536,0.078034413,1.1077138321802547,Not significant
STK33,0.841367864,0.004821839,2.316787294700768,Not significant
TRIM66,-0.103576647,0.464082051,0.33340522818169777,Not significant
RPL27A,0.498917358,0.000375615,3.4252570727234137,Not significant
SNORA45A,0.807529343,0.002890484,2.539029430278121,Not significant
SNORA45B,0.431925969,0.118084532,0.9278069872891399,Not significant
ST5,0.059332648,0.724216921,0.14013133230680316,Not significant
LOC102724784,-0.254455428,0.283047273,0.5481410249403387,Not significant
AKIP1,4.14e-05,0.999735393,0.00011493256662448034,Not significant
C11orf16,-0.104962623,0.707770731,0.15010740104862932,Not significant
ASCL3,0.248962659,0.42890656,0.3676373113034447,Not significant
TMEM9B,-0.152796448,0.317547163,0.4981917629404916,Not significant
TMEM9B-AS1,-0.156646056,0.389273299,0.4097453843492705,Not significant
NRIP3,-0.182361202,0.53018473,0.2755727846607114,Not significant
SCUBE2,0.168838402,0.551352952,0.25857029582643637,Not significant
MIR5691,0.071316293,0.821999656,0.08512836420852993,Not significant
KRT8P41,-0.078416093,0.78883484,0.1030139164167341,Not significant
DENND5A,0.056076568,0.638893284,0.1945716771160532,Not significant
TMEM41B,-0.400727504,0.019331386,1.7137370072972062,Not significant
IPO7,-0.218885495,0.123998219,0.9065845526121764,Not significant
SNORA23,0.574832866,0.053559131,1.2711664780559666,Not significant
LOC644656,-0.541710892,0.000811918,3.0904878302979717,Not significant
ZNF143,0.178647746,0.089586623,1.0477568339874503,Not significant
WEE1,0.260591913,0.147414368,0.8314601851403826,Not significant
SWAP70,0.006023027,0.958252195,0.018520177265057173,Not significant
LOC440028,-0.02016363,0.922234941,0.03515842755575176,Not significant
SBF2-AS1,-0.068112168,0.698378192,0.15590933064546353,Not significant
SBF2,-0.153105833,0.256599609,0.5907440097275432,Not significant
LOC101928008,0.085209246,0.7256979,0.13924413366329952,Not significant
ADM,0.567586041,0.026050976,1.5841760012138209,Not significant
CAND1.11,1.028819476,0.001119876,2.950830062595084,Upregulated
AMPD3,-0.12360433,0.360752055,0.44279118629789616,Not significant
MTRNR2L8,-0.407452604,0.166514145,0.7785488682566517,Not significant
RNF141,-0.128436544,0.396475297,0.4017838668856043,Not significant
MRVI1-AS1,-0.215754817,0.407361925,0.3900195657510499,Not significant
LYVE1,0.92425921,0.000262463,3.5809319114138773,Not significant
MRVI1,-0.175390201,0.340585478,0.467773873575181,Not significant
CTR9,-0.11805181,0.394511123,0.40394074761445226,Not significant
EIF4G2,-0.031900364,0.74219001,0.12948489562328158,Not significant
SNORD97,-0.521877947,0.088406057,1.053517978973784,Not significant
LOC101928053,0.32287314,0.205812449,0.6865283595614907,Not significant
ZBED5,-0.608607688,0.000145528,3.8370534391482773,Not significant
ZBED5-AS1,0.077677346,0.665601316,0.17678582804700013,Not significant
GALNT18,0.010773393,0.955726889,0.019666195114977036,Not significant
CSNK2A3,0.173760234,0.550391361,0.2593283914503683,Not significant
MIR4299,0.137926689,0.531702538,0.2743312666431952,Not significant
MIR8070,0.247599527,0.31714896,0.4987367084096729,Not significant
USP47,-0.108930791,0.277897418,0.556115488320007,Not significant
DKK3,-0.048938565,0.806154061,0.0935819539163497,Not significant
MICAL2,-0.470379203,0.001944767,2.711132423477502,Not significant
MIR6124,-0.867908546,0.000808416,3.09236509960633,Not significant
MICALCL,-0.227873739,0.338048245,0.47102131439076583,Not significant
PARVA,-0.060959986,0.632886741,0.19867400271517305,Not significant
TEAD1,-0.090405243,0.451733349,0.34511784667116513,Not significant
LINC00958,0.658378724,0.034721054,1.4594070997560258,Not significant
RASSF10,-0.088644111,0.7754182,0.11046400979410437,Not significant
ARNTL,-0.025521081,0.87167167,0.05964706868980544,Not significant
BTBD10,0.049443598,0.641736432,0.1926433046897432,Not significant
PTH,0.401553861,0.172344377,0.7636028815493839,Not significant
FAR1,-0.388240633,0.020926684,1.679299583634331,Not significant
SPON1,-0.143243391,0.463159198,0.3342697067589296,Not significant
RRAS2,-0.26043016,0.179613393,0.7456612829853358,Not significant
COPB1,-0.290029805,0.035952117,1.4442755315857245,Not significant
PSMA1,-0.099889422,0.447213506,0.3494850890824998,Not significant
PDE3B,0.082055852,0.705760955,0.15134237189996053,Not significant
CYP2R1,-0.481055421,0.004286283,2.3679191582403165,Not significant
CALCA,0.979377993,0.002160287,2.6654885478137027,Not significant
CALCB,1.007039496,0.001107505,2.9556543044118837,Upregulated
INSC,1.287896948,5.85e-05,4.23284413391782,Upregulated
LOC102724957,0.568834483,0.059634204,1.2245045733534874,Not significant
SOX6,0.747866484,0.003183907,2.497039626228554,Not significant
C11orf58,-0.165608217,0.302386362,0.5194377999489641,Not significant
PLEKHA7,0.148995159,0.251869089,0.598825128653001,Not significant
OR7E14P,0.198304632,0.465482094,0.3320970206473269,Not significant
RPS13,0.254182699,0.03255103,1.48743526466141,Not significant
SNORD14A,-0.251633028,0.328059059,0.4840479651635307,Not significant
SNORD14B,-0.377063593,0.159943416,0.7960336327522461,Not significant
PIK3C2A,-0.235088968,0.072954198,1.1369497124644463,Not significant
NUCB2,0.303490746,0.174637725,0.7578619348022484,Not significant
NCR3LG1,-0.265655884,0.253684817,0.5957055244630803,Not significant
KCNJ11,-0.069538087,0.752443409,0.12352615763873287,Not significant
ABCC8,0.145566105,0.604116608,0.21887922475123192,Not significant
USH1C,0.670235865,0.036556485,1.4370355694615147,Not significant
OTOG,1.398053096,1.15e-05,4.939302159646388,Upregulated
LOC102723330,0.273106202,0.24405817,0.6125066494845032,Not significant
MYOD1,0.387427451,0.087440117,1.058289269946501,Not significant
KCNC1,0.687604535,0.023356062,1.6316003805597237,Not significant
SERGEF,0.357457559,0.009843601,2.0068459982819293,Not significant
TPH1,0.628441334,0.025864532,1.5872953754283512,Not significant
SAAL1,0.185844006,0.212106689,0.6734456353496193,Not significant
SAA3P,0.536886907,0.027965375,1.553379352651171,Not significant
MRGPRX3,0.304234897,0.342510402,0.4653262344997261,Not significant
MRGPRX4,0.504606154,0.081452961,1.089093123478405,Not significant
LOC494141,1.285409777,3.91e-05,4.407823242604133,Upregulated
SAA4,-0.041025074,0.891955607,0.049656760102245644,Not significant
SAA2,0.740052902,0.012408251,1.9062894299903559,Not significant
SAA1,0.973488954,0.000802615,3.0954927280355786,Not significant
HPS5,0.005065394,0.969696945,0.013363972618919214,Not significant
GTF2H1,-0.204886361,0.073897893,1.1313679441697002,Not significant
MIR3159,0.082715532,0.61891124,0.20837163004648102,Not significant
LDHA,0.258913812,0.108182116,0.9658445281801781,Not significant
LDHC,0.463521472,0.147894923,0.8300467343934373,Not significant
LDHAL6A,-0.581114652,0.017607307,1.7543070633669469,Not significant
TSG101,0.178477763,0.091099724,1.0404829387839565,Not significant
UEVLD,-0.098016507,0.553967442,0.25651575905360546,Not significant
SPTY2D1-AS1,-0.036678557,0.824168124,0.08398418650957744,Not significant
SPTY2D1,-0.113073494,0.331964325,0.4789085858385082,Not significant
TMEM86A,-0.021365209,0.886402216,0.05236916688079787,Not significant
IGSF22,0.100045351,0.663977264,0.17784679154823868,Not significant
PTPN5,0.479055927,0.124679744,0.90420409811401,Not significant
MRGPRX1,0.567473816,0.038280408,1.4170234420758538,Not significant
MRGPRX2,1.036946755,0.001150306,2.939186614921255,Upregulated
ZDHHC13,-0.11313817,0.590469126,0.22880280551595747,Not significant
CSRP3,0.732116594,0.022276815,1.6521469017749155,Not significant
E2F8,0.084095935,0.734458499,0.13403273923996345,Not significant
NAV2,0.276092517,0.217006377,0.6635275036850273,Not significant
NAV2-AS5,0.272162199,0.347643705,0.45886563024648136,Not significant
NAV2-AS4,0.392717013,0.211952214,0.6737620425401528,Not significant
MIR4486,0.270754964,0.285148696,0.544928610125866,Not significant
LOC100126784,0.567198139,0.043107748,1.3654446646135106,Not significant
MIR4694,0.137821848,0.646583734,0.18937522506145432,Not significant
NAV2-AS2,0.605059553,0.055516035,1.2555815591078088,Not significant
DBX1,0.528639461,0.062073614,1.2070929687346859,Not significant
HTATIP2,0.144816759,0.462203485,0.3351667842775856,Not significant
PRMT3,-0.250424524,0.051611743,1.2872514739565981,Not significant
SLC6A5,1.313066835,2.12e-05,4.673664139071248,Upregulated
NELL1,0.41807652,0.181794285,0.7404197736551758,Not significant
ANO5,0.101249255,0.733822941,0.13440871531927479,Not significant
SLC17A6,1.20857855,0.000125275,3.9021355885854856,Upregulated
LINC01495,0.429376581,0.085647677,1.0672844117966953,Not significant
FANCF,-0.329794584,0.017759874,1.7505601197116314,Not significant
GAS2,-0.078675013,0.785177699,0.10503204394057639,Not significant
SVIP,-0.231530198,0.303458285,0.5179010009296051,Not significant
CCDC179,0.248847065,0.435186571,0.36132451457499765,Not significant
MIR8054,0.121287383,0.635527905,0.19686537552468417,Not significant
LUZP2,0.015821497,0.958354083,0.01847400252721794,Not significant
ANO3,0.508997312,0.108501702,0.9645634492494543,Not significant
MUC15,0.549694677,0.079710599,1.0984839272718012,Not significant
SLC5A12,0.917958788,0.004160999,2.3808023885796876,Not significant
FIBIN,-0.084068942,0.682632551,0.16581300644322264,Not significant
BBOX1,0.208722162,0.473968918,0.32425013761639593,Not significant
BBOX1-AS1,0.298065427,0.307134896,0.5126708371575146,Not significant
CCDC34,0.04690064,0.819402251,0.08650284732022583,Not significant
LGR4,-0.120572587,0.654639844,0.1839975653238745,Not significant
LOC105376671,0.155823244,0.603788266,0.2191153312946504,Not significant
LIN7C,-0.347959113,0.058828183,1.2304145652664713,Not significant
BDNF-AS,0.139905213,0.483153917,0.3159144952209951,Not significant
MIR8087,-0.697311735,0.026207266,1.5815782832520047,Not significant
LINC00678,0.09157708,0.756463639,0.12121194240771214,Not significant
BDNF,0.071640999,0.786011735,0.10457096998132942,Not significant
KIF18A,0.144917496,0.549996535,0.25964004656961076,Not significant
MIR610,0.174396387,0.448682082,0.3480612735556365,Not significant
