,ids,growth,status
174,{'43.2'},0.100999999988575,optimal
175,{'220.1'},0.100999999988575,optimal
176,{'8396.2'},0.100999999988575,optimal
177,{'1757.1'},0.100999999988575,optimal
178,{'54511.1'},0.100999999988575,optimal
179,{'115286.3'},0.100999999988575,optimal
180,{'55229.1'},0.100999999988575,optimal
181,{'102724560.1'},0.100999999988575,optimal
182,{'26503.1'},0.100999999988575,optimal
183,{'114134.1'},0.100999999988575,optimal
184,{'6309.1'},0.100999999988575,optimal
185,{'26289.1'},0.100999999988575,optimal
186,{'6487.1'},0.100999999988575,optimal
187,{'6540.1'},0.100999999988575,optimal
188,{'7083.1'},0.100999999988575,optimal
189,{'2530.1'},0.100999999988575,optimal
190,{'11309.1'},0.100999999988575,optimal
191,{'5321.1'},0.100999999988575,optimal
192,{'343.1'},0.100999999988575,optimal
193,{'954.2'},0.100999999988575,optimal
194,{'4953.1'},0.100999999988575,optimal
195,{'1716.2'},0.100999999988575,optimal
196,{'384.1'},0.100999999988575,optimal
197,{'10007.1'},0.100999999988575,optimal
198,{'1119.2'},0.100999999988575,optimal
199,{'80308.2'},0.100999999988575,optimal
200,{'2639.1'},0.100999999988575,optimal
201,{'9962.1'},0.100999999988575,optimal
202,{'2729.1'},0.100999999988575,optimal
203,{'2203.1'},0.100999999988575,optimal
204,{'26227.1'},0.100999999988575,optimal
205,{'132789.1'},0.100999999988575,optimal
206,{'5153.1'},0.100999999988575,optimal
207,{'2224.1'},0.100999999988575,optimal
208,{'7991.2'},0.100999999988575,optimal
209,{'230.1'},0.100999999988575,optimal
210,{'222.1'},0.100999999988575,optimal
211,{'57030.1'},0.100999999988575,optimal
212,{'509.1'},0.100999999988575,optimal
213,{'56052.1'},0.100999999988575,optimal
214,{'8867.2'},0.100999999988575,optimal
215,{'5151.1'},0.100999999988575,optimal
216,{'10587.2'},0.100999999988575,optimal
217,{'83697.1'},0.100999999988575,optimal
218,{'506.1'},0.100999999988575,optimal
219,{'34.1'},0.100999999988575,optimal
220,{'55163.1'},0.100999999988575,optimal
221,{'56301.1'},0.100999999988575,optimal
